,Positive,Neutral,Negative
10,"John Bolton's book, part of Trump's border wall blown down, the coronavirus, now Trump's rape accusor claims to have his DNA on a dress. Worst day a US President has had not sitting in a convertible Ford Lincoln.",Costa Rica adds 25 new coronavirus cases: https://ticotimes.net/2020/05/30/costa-rica-adds-25-new-coronavirus-cases,Yep it’s another reason to build that wall.  To keep the Corona virus from migrating north in the beer.
11,"I wonder if “Corona"" the beer brewing is actually loosing business  #coronavirus",Is it contagious? Not sure if we should have you at WCSD if you're gonna spread bulging discs around like the Coronavirus. #PatientZero,Researchers trace coronavirus outbreak in China to snakes https://medicalxpress.com/news/2020-01-coronavirus-outbreak-china-snakes.html …
12,Can’t believe $FB isn’t giving us the Marked Safe from #coronavirus option yet...,#ChineseNewYear2020 plus #coronavirus is causing a supply chain nightmare! All our component vendors are refusing new orders until they see the situation stabilize!,"""Mask Hoarders May Raise Risk of a Coronavirus Outbreak in the U.S."" by DONALD G. McNEIL Jr. via NYT https://ift.tt/38QAxky "
13,"Futures deep red right now, from what appears to be a reaction to the coronavirus.

If trend maintains, I will be looking to buy $QQQ calls at open on Monday. According to family members in Changsha (200 miles away from Wuhan), the situation... (1/2)",Today confirmed that the 2019 Novel #Coronavirus (2019-nCoV) has spread between two people in the United States. ,"Japan quarantines entire cruise ship, Diamond Princess, over coronavirus fears https://nypost.com/2020/02/04/coronavirus-fears-prompt-japan-to-quarantine-thousands-of-passengers-on-cruise-ship/ …"
14,"Wuhan Coronavirus Looks Increasingly Like a Pandemic, Experts Say https://www.voiceovercr.com/wuhan-coronavirus-looks-increasingly-like-a-pandemic-experts-say/ …pic.twitter.com/ilud23hVXS",Current global presence of #COVID19 according to CDC. ,WARNING: Coronavirus Pandemic Could Lead To a Massive Global Medicine Shortage https://www.thegatewaypundit.com/2020/02/warning-coronavirus-pandemic-could-lead-to-massive-global-medicine-shortage/ … via @gatewaypundit
15,"Interesting that Facebook now has a little notice to help prevent coronavirus. (Link directs: https://www.cdc.gov/coronavirus/2019-ncov/index.html …)

I wish they could simplify it by saying: wash your hands thoroughly and frequently, avoid unnecessarily touching the face, etc. as quick tipspic.twitter.com/EEPfyZO8ba",CDC now says stock up on Food & Medicine- #covid19 #CoronaVirusUpdates,"Covid-19 

(Corona Virus Disease)"
16,"Tomorrow, Nanome, a @UCSDalumni company, will share how their technology is helping with coronavirus vaccine development. https://twitter.com/UCSDInnovation/status/1230273119425687552 …","""Many in China Wear Them, but Do Masks Block Coronavirus?"" by BY RONI CARYN RABIN via NYT https://ift.tt/2vaGxWy ",There's Now an Official Name for the Wuhan Coronavirus Illness - “COVID-19” https://flip.it/WyoPUu 
17,GOP senator criticizes Trump's DHS chief for being unable to answer coronavirus questions: 'Your job is to keep us safe!' #SmartNewshttps://www.rawstory.com/2020/02/gop-senator-schools-trumps-dhs-chief-for-being-unable-to-answer-coronavirus-questions-your-job-is-to-keep-us-safe/ …,me encanta el nombre coronavirus yas gimme resident evil gimme world war z honey,"COVID-19 CORONAVIRUS OUTBREAK

Last update: February 14, 2020, 23:32 GMT

#Coronavirus #Wuhan
#2019CoV #nCoV2019 #2019nCoV
#China #CoronavirusOutbreak
#COVID19 #WuhanCoronavirus
#Wuhanvirus #COVID
#egypt #canada
https://j.mp/LiveCoronaVirus pic.twitter.com/hi47xBxRSh"
18,"Please for the life of all things holy, someone with the #coronavirus cough on Trump.",About to fly home to Texas let’s hope I don’t get the coronavirus,Coronavirus Outbreak: Here’s What We Know As Of Friday : Goats and Soda https://www.voiceovercr.com/coronavirus-outbreak-heres-what-we-know-as-of-friday-goats-and-soda/ …pic.twitter.com/Pc8tTH6Qw3
19,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","Scientists Determine How Long Coronavirus Lives On Surfaces & It's No Joke.

“coronavirus pathogens can survive on nonliving surfaces for up to nine days.” https://flip.it/Dpt9TC ","The Coronavirus Outbreak Is Having an Unexpected Effect on The Environment, Too #SmartNewshttps://www.sciencealert.com/china-s-carbon-emissions-suddenly-dropped-recently-but-not-for-the-best-reasons …"
20,RT @tmsart: Enjoy Life ! Art meditation &amp; cuppa coffee #mybatik #mybatikkualalumpur #canting i#ilovebatik #batikmalaysia #covid19 #distance…,The initial victims of the coronavirus were all connected to a wet meat market... https://www.idausa.org/campaign/farmed-animal/latest-news/video-coronavirus-ground-zero-a-meat-market/ …,"8400 returning travelers from China to CA 
Gavin Newsom says he's monitoring 8400 possible cases of coronavirus

He's got fear mongering down!

Typical Democrat"
21,"RT @bsexii3: Due to #COVID19 aka #Coronavirus I’m sending the first 400 people to like &amp; retweet $400-$4,000 through CashApp, PayPal, Apple…",Beijing Can’t Save China’s Stock Market from a Coronavirus Reckoning https://www.voiceovercr.com/beijing-cant-save-chinas-stock-market-from-a-coronavirus-reckoning/ …,"RT @Leicnut: We’re all getting use to having this virus around. 

Doesn’t mean it can’t still kill you. 

Be careful. Act sensibly. Think o…"
22,"trump's newly appointed faith healer steps forward to defend satan's spawn ...

Pence says Trump Jr. 'justified' to claim Democrats hope coronavirus 'kills millions' https://www.usatoday.com/story/news/politics/2020/03/01/mike-pence-defends-trump-jr-rush-limbaugh-coronavirus-comments/4923560002/ … via @usatoday","Bird flu - Thanksgiving
Swine flu - Christmas
Coronavirus - Cinco de Mayo

I don't know where I'm going with this. That's all I got.","RT @KathleenFOX5: Sup. Fletcher says we’ve had 5 new community outbreaks in #SanDiego County in last 7 days at office buildings, restaurant…"
23,"My mom: I swear this coronavirus is something else. I went to the nail salon and all the employees had on masks!

Me: mom you know they always wear masks right?",The coronavirus appears to be sparing one group of people: Kids https://flip.it/PJc9rw ,kinda skeptical about flying. corona virus got me shook
24,"MyPOV - Rather than hearing about the ‚enhanced‘ and ‚extended‘ cleaning protocols, done by extra shifts, I‘d love to know what has been done before and what now is being done extra ... time for some transparency. #coronavirus #COVID2019",Francis Boyle: Wuhan Coronavirus is an Offensive Biological Warfare Weapon https://youtu.be/TsyujjitOFM pic.twitter.com/9aJxi2AMKG,Corona Virus - Covid 19 - What you need to know https://youtu.be/4TaR0g0xtKw  via @YouTube
25,"Perhaps he wants to let coverage of coronavirus wane so that he can get more media coverage of his show trial.  I, for one , don't trust him at all.","Woman returned from #China through #Shanghai this past week and had not been in an area with travel bans, such as #Hubei province.

https://www.cbc.ca/amp/1.5464511 
#Coronavirus #Wuhan
#2019CoV #nCoV2019 #2019nCoV
#China #CoronavirusOutbreak
#COVID19 #WuhanCoronavirus
#Wuhanvirus","Kobe’s death, coronavirus-19, and 4.1Km asteroid warning. 2020 ain’t it boss."
26,"Soooo Coachella is now in October because of the corona virus. They do realize that October is the start or “flu season,” right?",US health officials will check patients with flu-like symptoms for coronavirus https://www.voiceovercr.com/us-health-officials-will-check-patients-with-flu-like-symptoms-for-coronavirus/ …,When your Barber gets Corona Virus  https://twitter.com/theory901/status/1234968836065103872 …
27,An unexpected side effect of the coronavirus? A new urgency about helping homeless people https://www.latimes.com/homeless-housing/story/2020-03-15/coronavirus-homeless-infection-prevention-fear-policy …,"recall Grandma, anything as a small child I touched, ""A N-word coulda touched that!"" #Covid19? anyone wit roots in… https://t.co/jCVO1ctzeE",A worker at LAX contracted coronavirus after screening incoming passengers for the illness https://news.yahoo.com/worker-lax-contracted-coronavirus-screening-223507854.html …
28,"@anneapplebaum The Coronavirus Called America’s Bluff
Thank you for writing such an amazing and eye-opening article.  I've sent it to all my friends and posted it on FB and Twitter.",The IOA Daily! https://t.co/IHhJxqztl3 #coronavirus #covid19,"Hey alexa, can coronavirus kill a god?"
29,Trump erupts at Coronavirus question - The Washington Post http://ow.ly/z8Lw30qrESa ,"i swear, if @sassparillaaa has coronavirus...

i'm kinda down too",Coronavirus generally 'causes symptoms within five days' https://news.yahoo.com/coronavirus-covid19-symptoms-five-days-210041231.html …
30,Biden Stumbles to the Lead https://theduran.com/biden-stumbles-to-the-lead/ … #BernieSanders #JoeBiden #Coronavirus via @theduransite,"No more water bottles at Walmart in Poway, California over coronavirus fears. #panicbuyingpic.twitter.com/NWNUJNpCku","Put me down on record: Up until the coronavirus outbreak, I had doubts about whether or not we could beat Trump, but his handling of this crisis has made me absolutely sure that he’s going to get his ass kicked in November, his depravity is in full display."
31,Ohhhhh that's not good #coronavirus #coronapocalypsehttps://twitter.com/SethAbramson/status/1240418823699861505 …,"I am also aware of this. Ur original post just sounded like ""Coronavirus news is no longer relevant""; sorry if I missed your point.",No Corona virus anywhere in sight ;-)
32,"I LOVE WAKING UP FROM A NAP TOO MORE HORRIBLE NEWS.... 
THANKS CORONAVIRUS FOR MAKING LIFE MISERABLE","Oh yes!  /State of emergency!  All this ""emotional"" stress of corona virus!!  Need $$ can't go to work because I.fear I could get it... When us that vaccine available? U know so we can all  me SURE we are safe - thx to the Big Pharma. Lol!!!",Coronavirus in India: Italian couple given anti-HIV drugs to treat the virus https://www.businesstoday.in/current/economy-politics/coronavirus-in-india-italian-couple-given-anti-hiv-drugs-to-treat-the-virus/story/397941.html?utm_source=twitter&utm_medium=WEB … via @BT_India
33,,Will $LOGI be able to grow during changing #markets? Our #EquityResearch team has upgraded the #stock to outperform based on the positioning of the company's supply chain to withstand impacts of the #Coronavirus. Reach out for more analysis. pic.twitter.com/dBRmmpOIlw,BREAKING EXCLUSIVE: The Coronavirus Fatality Rate Reported by the Media Is COMPLETELY INACCURATE.  The Actual Rate Is LESS THAN THE FLU - MEDIA LYING AGAIN! https://www.thegatewaypundit.com/2020/03/breaking-exclusive-the-coronavirus-fatality-rate-reported-by-the-media-is-completely-inaccurate-the-actual-rate-is-less-than-the-flu-media-lying-again/ … via @gatewaypundit
34,,It would be a shame if Trump...got the coronavirus ,I hate when people say that the coronavirus is not a big deal. It’s NOT a freaking joke.
35,,"$chfs #COVID19 #coronavirus
https://www.bioworld.com/articles/433646-chf-solutions-looks-to-bring-its-tech-to-help-covid-19-patients …",
36,,How Serious is the Coronavirus? Infectious Disease Expert Michael Osterholm Explains | Joe Rogan https://youtu.be/cZFhjMQrVts pic.twitter.com/3swHImwJJI,
37,,"While the world is coming down with Coronavirus, Costa Rica is bringing back swine flu (H1N1). For real? Yeap pic.twitter.com/YfEozgpDzH",
38,,"The 201 Event was funded by World Economic Forum, Gates Foundation, John Hopkins Bloomberg School of Public Health, Ctr. for Health Security & Open Philanthropic Project.  OPP's solutions can be shocking and Orwellian. https://openphilanthropy.org/focus/global-catastrophic-risks/biosecurity … #coronavirus
https://twitter.com/CoolOneZone/status/1237586702442479618 …",
39,,"A very well-done summary of Coronavirus, what it is, what it does to the body, and what it can do to the world.

https://www.youtube.com/watch?v=BtN-goy9VOY …",
40,,Coronavirus could force the world into an unprecedented depression. https://www.axios.com/coronavirus-depression-recession-economy-191ab45c-e44b-404b-9bb1-906629acea61.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100 …,
41,,"Watch Tuesday's show

- Philip Rivers signs with the Colts
- @Sedano on KD getting Coronavirus
- Tom Brady to sign with the Bucs
- Is Cam Newton headed to the Chargers?

https://www.youtube.com/watch?v=dJinGaEZm-c&feature=youtu.be …",
42,,"Oh, come on now, not #Tormund!!!  #CoronavirusOutbreak
#coronavirus #COVID2019 #COVID19 #coronapocolypsehttps://twitter.com/THR/status/1239690967059488769 …",
43,,"A very well-done summary of Coronavirus, what it is, what it does to the body, and what it can do to the world.

https://www.youtube.com/watch?v=BtN-goy9VOY …",
44,,"Oh, come on now, not #Tormund!!!  #CoronavirusOutbreak
#coronavirus #COVID2019 #COVID19 #coronapocolypsehttps://twitter.com/THR/status/1239690967059488769 …",
45,,Coronavirus could force the world into an unprecedented depression. https://www.axios.com/coronavirus-depression-recession-economy-191ab45c-e44b-404b-9bb1-906629acea61.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100 …,
46,,"The 201 Event was funded by World Economic Forum, Gates Foundation, John Hopkins Bloomberg School of Public Health, Ctr. for Health Security & Open Philanthropic Project.  OPP's solutions can be shocking and Orwellian. https://openphilanthropy.org/focus/global-catastrophic-risks/biosecurity … #coronavirus
https://twitter.com/CoolOneZone/status/1237586702442479618 …",
47,,"Watch Tuesday's show

- Philip Rivers signs with the Colts
- @Sedano on KD getting Coronavirus
- Tom Brady to sign with the Bucs
- Is Cam Newton headed to the Chargers?

https://www.youtube.com/watch?v=dJinGaEZm-c&feature=youtu.be …",
