,Positive,Negative
10,,The first buyers are those mullahs in Tehran! #BDS #Coronavid19 #COVID19 #CoronaVirusIran
11,,"Iran coronavirus update: 338 infections, 34 deaths #Iran #CoronaVirusIran #COVID19 @drjahanpur"
12,,So far 73 people in #Iran have recovered from #CoronaVirus. Iranian Health Ministry spokesman has also said that 388 people are infected with the virus of whom 34 have lost their lives. #COVID19
13,,"China to provide Iran with 20k coronavirus test kits, says MFA Spox @SAMOUSAVI9 #Iran #China #CoronaVirusIran #COVID19 "
14,,"Covid19 : Don't throw us away, we are not that bad at all"
15,,UAE suspends passenger ferry services with Iran over coronavirus #Iran #UAE #CoronaVirusIran #COVID19 
16,,"#China's national health commission says total deaths from #coronavirus at 213

#BreakingNewspic.twitter.com/O3gllNNCEH"
17,,"Yes I get that, but I doubt the mortality rate is accurate.  I'm sure if people get sick their first thought isn't going to be they have some wildlife-transmitted coronavirus.  Probably the known cases are much less than the actual cases."
18,,"""This Time I'm Petrified"": Virologist Who Helped Discover SARS Offers Chilling Take On Coronavirus Outbreak | Zero Hedge https://www.zerohedge.com/health/time-im-petrified-virologist-who-helped-discover-sars-offers-chilling-take-coronavirus …"
19,,"Treatment of non-curable diseases. Corona virus, cancer, AIDS, etc. 

If you have any questions ask
#coronoaviruspic.twitter.com/Vh8xrSkAuR"
20,,"Cineaste: Iranians’ hearts go out with Chinese people

#Iran #China #Coronavirus
https://theiranproject.com/?p=369431 "
21,,https://p.dw.com/p/3Y1FW?maca=en-Twitter-sharing … Coronavirus: First deaths reported in Middle East
22,,"special quarantine cars are moving towards Qom city in #Iran where two people earlier dies because of #coronavirus
https://twitter.com/MotamdNoPoRamin/status/1230263787971915777 …"
23,,"#China's #Hubei Prov. reports 242 new #coronavirus deaths, 14,840 new cases on Feb. 12 pic.twitter.com/RYyOrSLhLn"
24,,"#China reports 139 more virus deaths, raising toll of epidemic to over 1,500

#CoronaVirus pic.twitter.com/zF592CX8yM"
25,,White Walkers >>>>>>> Corona Virus
26,,"By the way, the turnout of the Iranian people in the elections was forty-two percent, which was much lower than in the post-election period due to the spread of the Corona virus, even though it was higher than in France and many other countries."
27,,That's not true . . . You can have coronavirus!
28,,"Health worker from #Iran explains that in her shift, at a hospital SW of Tehran, there were 17 fatalities due to #CoronaVirus COVID19.
Regime has prevented specialists from WHO to arrive in Iran on Tuesday. https://twitter.com/Leila_Arya/status/1232812493480787968 …"
29,,"They don't know how else they can say this. They HATE our resistance in any type & shape. Either fighting against illegal sanctions, against ISIS or even #coronavirus. They simply cannot take our patience & smile anymore!"
30,,Wuhan nurses' plea for international medics to help fight coronavirus http://getpocket.com/@f77dhp93TbyPFg45f7A9d0GA33gjT66868dRc3b929L260B602b71lfntf2Kj49a/share/4693019 …
31,,"RT @HerryNapit: Now, more than ever, #Yemen needs the outside world's help, and it's not really getting it, even as both #COVID19 and #chol…"
32,,"RT @UN: Let's share ideas on how to achieve a global ceasefire, heal our planet &amp; turn the #COVID19 crisis into an opportunity for peace.…"
33,,RT @NEJM: Eighteen brains of patients who died 0 to 32 days after the onset of symptoms of SARS-CoV-2 infection showed hypoxic–ischemic cha…
34,,"RT @ICFJ: #COVID19 has created numerous challenges for journalists around the 🌎. In this webinar by ICFJ, @towcenter &amp; @pressfreedom, @juli…"
35,,"American dream becoming American nightmare. 

#COVID19"
36,,#Iran will restore #COVID19 restrictions again if forced to do so: Rouhani https://t.co/nZBfeMGKXi… https://t.co/AWa1UnQNJG
37,,"The regime IN Iran does not have the will and ability to deal with the #coronavirus and is expanding it rather than preventing the outbreak !
@WHO , please take control of it in IRAN !
#IranCoVidTruth"
38,,Alert: All Friday prayers have been cancelled to prevent the spread of the coronavirus. Please keep worship to your homes https://www.foxnews.com/world/coronavirus-halt-muslim-pilgrimage-to-mecca-friday-prayers-in-iran-as-countries-take-drastic-measures …
39,,"General Jalali believes that the coronavirus is a biological attack in Iran and @Plaid_China. He said, “The media propaganda has increased fear and panic among people which strengthens the belief that it is a biological attack.”https://www.timesofisrael.com/virus-is-biological-attack-on-china-and-iran-iranian-civil-defense-chief-claims/ …"
40,,"Coronavirus is a disease of the lungs.  Democrats, of the heart.  (paraphrasing Chiang Kai-Shek)"
41,,"Top US public health official expects #coronavirus outbreak to worsen
https://www.presstv.com/Detail/2020/03/10/620573/US-public-health-official-expects-coronavirus-outbreak-worsen …"
42,,"Minoo Moharez,head of Iran’HIV Research Center (IRCHA),a member of the Iranian Academy of Medical Sciences Hospitalized for being corona virus positivein her last interview about corona and quarantine said”quarantining a city is funny doesn’t make sense&belongs to old time.” pic.twitter.com/GxqQisXK6y"
