,Positive,Neutral,Negative
10,There's only a hero that can save us from #coronavirus ,Roberts joins with liberal justices against churches defying coronavirus lockdowns; Kavanaugh dissents – The Right Scoop ,"'Apocalyptic virus from chicken farms could dwarf #coronavirus and kill half world’s population' https://www.thesun.co.uk/news/11742195/virus-chickens-coronavirus/?utm_medium=Social&amp;utm_campaign=sunmaintwitter&amp;utm_source=Twitter#Echobox=1590847292 The doctor details that ""as long as there is poultry, there will be pandemics"", adding: ""In the end, it may be us or them""."
11,"@WBGamesMTL @wbgames Before the coronavirus can eliminate me, I would like to play this new game! #Batman #DCComics",Wealthy Fliers Worried About Coronavirus Turn to Private Jet Service http://dlvr.it/RXgp1t,"After each epidemic and disaster, our social norms and behaviors change. As researchers begin to study coronavirus’s impacts, history offers clues. "
12,"@georgesoros Are you always a supporter of the #OpenSociety with the #Coronavirus that now ranges all over the world? better the old frontiers and the simpler life of the time before globalization, which has enriched very few!","One in 8 museums around the world may never reopen due to the coronavirus pandemic, UNESCO reports ",Day 100 situation #coronavirus italy 232.664 cases (+416 since yesterday) 33.340 deaths (+111) 155.663 healed (+2.819) #CoronavirusOutbreak #CoronaVirusUpdates #COVID19 #Covid_19 #COVIDー19 #covid2019 #COVID19
13,Well there’s already been two cases of #coronavirus in Italy time to pack my suitcase and move to Greenland,RT @wef:Coronavirus: here’s what you need to know about face masks https://bit.ly/2ypZZRb #coronavirus #PPE,The coronavirus has thrust human limitations into the spotlight. Will it mark the rise of automation? https://theconversation.com/the-coronavirus-has-thrust-human-limitations-into-the-spotlight-will-it-mark-the-rise-of-automation-139198 #automation
14,How does #coronavirus spread and how can you protect yourself? ,"The coronavirus could give bioterrorists ideas, security group warns ","Lolololololololololol. The #stupid, it #burns #coronavirus #antivaxxers #measles #youtube #school of #medicine https://www.instagram.com/p/B79o7A6h5kq/?igshid=17sheiuzpy987"
15,"welcome to Italy, coronavirus ",Would have been at the actual #Glasgow gig if it wasn't for #coronavirus and #lockdown. ,"ok guys the thing is, corona virus has spread bc of chinese people unhealthy and unsafe food system (eating bats isn't so normal)."
16,"First two cases of coronavirus here in Italy, two tourists from China. Finally, AFTER 20 DAYS, our government deleted all the flights from and for China. Wishing to these two tourists and everyone who are fighting against this disease a very fast recovery ",Frecce Tricolori thanks #Italy #freccetricolori #support for emergency #COVIDー19 #Coronavirus ,"ah,,,,,two confirmed cases of corona virus in Italy,,,,,,,,"
17,"Fed meeting updates: Powell says he's not trying to boost stocks, comments on coronavirus ",Kidneys And Covid-19: Renal Manifestations Of The Novel Coronavirus ,2 cases of corona virus in Rome confirmed. They were 2 chinese tourists. WE'RE FED UPPPP
18,"Italian says coronavirus face mask she bought... came from Wuhan','Coronavirus: Italian finds protective masks are made in Wuhan - and now China wants them back Coronavirus: Italian finds protective masks are made in Wuhan - and now China wants them back ",Kidneys And Covid-19: Renal Manifestations Of The Novel Coronavirus ,#coronavirus 213 deaths 
19,Well coronavirus just arrived in Italy ,Neuropathogenesis and Neurologic Manifestations of the Coronaviruses in the Age of Coronavirus Disease 2019: A Review | Global Health | JAMA Neurology | JAMA Network ,Stop using the virus excuse to express your racist shit. #coronavirus 
20,"Two cases of #Coronavirus confirmed in #Italy, according to premier #Conte.","A man wearing a face mask as a precaution against the #COVID_19 #coronavirus is sitting on the bank of Regi Lagni canal in #CastelVolturno, southern #Italy, on May 30, 2020","#BREAKING The daily death toll from the rapidly spreading #coronavirus in #China’s #Hubei province hit a record high on Thursday, Hubei health authorities said, with 42 more fatalities. #Wuhan #2019nCoV"
21,Recommendations for prevention & containment of #Covid19usa . What to do if you or a loved one get sick. From the U.S. @CDCgov @CDCemergency : https://www.cdc.gov/coronavirus/2019-ncov/about/steps-when-sick.html #COVID19 #CoronavirusOutbreak,2 meters away #coronavirus #covid19 #weightlifting,coronavirus a global health emergency : World Health Organization 
22," OFFICIALS CONFIRM THAT A #DOG TESTED POSITIVE FOR #CORONAVIRUS » https://futurism.com/neoscope/officials-confirm-dog-tested-positive-coronavirus THE @CDCgov SAYS #COVID19 PATIENTS SHOULD ""AVOID CONTACT WITH YOUR PET, INCLUDING PETTING, SNUGGLING, BEING KISSED OR LICKED, AND SHARING FOOD."" ",Yesterday Pakistan was at 19th number and today is at 17th number mostly coronavirus affected country according to the world o meter ,The deadly #coronavirus has absolutely changed my life. I’m anxious for the safety of my parents and friends in China. I don’t know what can I do and I’m so worried about that.
23,Well it’s a bit earlier for Italians but it’s for covid19... this week everything has been empty in Milan and people are super paranoid ,"Early Transmission Dynamics of 2019-nCoV » https://www.nejm.org/doi/full/10.1056/NEJMoa2001316 An epidemiologic analysis of the first 425 cases of #2019nCoV #coronavirus in #Wuhan, #China, and an estimate of the epidemic doubling time and the basic reproductive number sustaining human-to-human transmission.",First Case Of Human-To-Human #Coronavirus Infection Confirmed In US and WHO Declares Coronavirus Outbreak A 'Global Pandemic' https://new.thescoopradioshow.com/first-case-of-human-to-h…/
24,"South Italy is free. The Covid19 there is only in North Italy Lombardia and Veneto. Rome, Naples and South Italy is free ",Adding #CoronaVirus to the list. ,First two cases of corona virus in Italy And they're both in Rome (aka where I live) Y A Y A A Y A Y
25, Positive RT-PCR Test Results in Patients Recovered From COVID-19 » https://jamanetwork.com/journals/jama/fullarticle/2762452 Patients who have apparently recovered from the #COVID19 may later prove positive for the disease when evaluated with #DNA testing -- indicating a proportion may still be #virus carriers.,TRANQUILLI. #coronavirus ,It’s ok just worried about the corona virus
26,"COVID19, A more realistic view - https://wip-rome2020.org/presidential-message-about-the-covid19-cases-in-italy/",The latest micheledisalvo reports! https://paper.li/micheledisalvo/1363307593?edition_id=714e5070-43b9-11ea-ae35-0cc47a0d15fd Thanks to @kiara86769608 @TeleradioNews @UrraciR #piazzapulita #coronavirus,"WHO declares coronavirus outbreak a global health emergency » https://twitter.com/WHO/status/1222967082733559808 The new #2019nCoV #coronavirus from #Wuhan, #China represents a public health #EMERGENCY of international concern, the #WHO World Health Organization’s (@WHO) director general has declared."
27,"#Trump : ""#COVID19 doesn't stand for a new gun. Otherwise I'd have sold it"".","After the worldwide emergency for the #coronavirus issued by @WHO , do you provide or allow your employees in contact with the public to wear masks or other protective clothing? @SEA_Press @RegLombardia",WHO declares #coronavirus outbreak an international emergency https://www.cbc.ca/amp/1.5445775?__twitter_impression=true
28,"I agree. Italy should've closed its borders last week, imo. Between tourists taking #COVID19 home with them &amp; Italians traveling to other countries, we have been successful in spreading #COVID19Italy to the Canary Islands, Denmark, Holland, Switzerland, Spain...&amp; God knows where.",the telly says people are not going to Chinatown as much in Milan because they're scared of the new coronavirus… fucking hell… I'm going to find a place where they serve vegan food there and I'm eating there soon,'The coronavirus outbreak doesn't give you the right to be racist and xenophobic towards asian people!' #coronarvirus #CoronavirusOutbreak
29,Happy to be featured in #Israeli-international TV channel @i24NEWS_EN - We are coping with the #Covid19 in #Italy and the situation is improving. Companies and schools are working remotely and shops are back in business.,Everybody is confirming #coronavirus except one country I know ,BREAKING: First 2 cases of #Coronavirus in #Italy. They are 2 chinese tourists in #Rome.
30,Lavarsi le mani cantando Happy Birthday #COVID19 #coronavirus,"First two cases of #Coronavirus just confirmed in Rome, Italy. A couple that came from Wuhan and toured Italy's provinces. Their trip started in Milano. They spent 1 week in Italy so far. Their hotel room in Rome has been sealed.","#COVID19 and the *cash only* medical cannabis industry in Oklahoma. Think for a moment how much paper money changes hands on a daily basis statewide, with no cleaner options available. That's already gross but in the coming weeks will it be dangerous? "
31,An hospital in France (Marseille) would be put in place a protocol which will allow to treat patients affected by COVID19 through a drug (500 Mg de chlorequire per day) to fight against the Covid19. It seems that the drug is very responsive to Covid19. ,First two coronavirus cases confirmed in Italy ,Broke down and demystified the stuff #COVID19 
32,"Great contribution from pupils ( 3rd graders)@OTTAVOCIRCOLOPC making masks with recycled materials, after their tutorial for Catalan partners of Sant Josep, Navas, #eTwinning proj. TRADITION@LIA eT Pics from parents, due to closed schools ( CoVid19) @eTwinningEurope",I liked a YouTube video https://youtu.be/OTYfke545vI What Actually Happens If You Get Coronavirus?,Straight from sunny #Milano - see how the media exaggerates what’s happening #corona #coronaoutbreak #lombardia #media #coverage #report #news #coronanews #epidemic #virus #relax #covid19 #italia #italiacoronavirus #COVID19US #CoronaVirusItalia #COVID2019
33,Connected with Innsbruck via skype for the PhD defense of Nora Els. PhD jury in the time of #coronavirus. Congratulation Dr. Nora (@polar_weasel). Great work! #skypesession #unimib #Milanononsiferma #unimibnonsiferma #academiclife #covid19 ,STREAM #CORONAVIRUS Y'ALL ,"This saddens me deeply. That ship, the #DiamondPrincess , should never sail again. They turned it into a gas chamber. So many infected onboard. I think the figure is over 700. Six have died. Unforgivable. Unforgivable. #COVID19 #COVID19japan"
34, Coronavirus (COVID-19): best practice guidance for employers and businesses issued by Public Health England @PHE_uk &gt; https://britishchamber.it/coronavirus-covid-19-best-practice-guidance-for-employers-and-business/ #BCCcommunity #coronavirus #covid19,Stommale #coronavirus #coronarvirus,Checking in from #Milan with live updates pointing out the media exaggerations #coronavirus #CoronaVirusUpdate #COVID2019 #COVID19 #COVID19US #CoronaVirusItalia
35, Coronavirus (COVID-19): Official guidance from UK Government on travel for business and citizens to Italy &gt; https://britishchamber.it/coronavirus-covid-19-official-hmg-guidance-on-travel-for-business-and-citizens-to-from-italy/ #BCCIcommunity #coronavirus #covid19, Italia 2020. #coronavirus ,What outside the US we cant just get is why won't Americans understand they need madicare 4 all even more with this covid19 emergency?? why not voting for someone who has a plan?? @ewarren @BernieSanders clearly all the other plans involving private insurances will fail
36,"Chinese patients test positive for new coronavirus in Japan, Thailand https://news360.com/article/517982876 …",Coronavirus Like Plague inc. ,I kind of doubt that the guy passed out because of the COVID19 here.
37,"Latest update #coronavirus: 131 people dead, around 1000 people in serious condition, over 5000 people infected. Cure will be ready in 3 months. #Trump Administration considering suspending flights between US and China. Hang Seng $HSI to reopen later -800 points at this point.","The boat already sailed to Savona at 18:00 hrs as the results of the analyses were favorable, the tourists don’t have Coronavirus, no contamination onboard. The passengers were able to descend before the afternoon departure. continua su: ","No Fun #kjpm #milano #parcosempione #coronavirusitalianews #coronavirus #covid19 #scare #plague #madness #sickness #instacraze @Milan, Italy https://www.instagram.com/p/B9HZqivKjmd/?igshid=kyvldkg4e1dh"
38,"2020 is at it again...
On the bright side, we're probably not going to make it to 2021...
#coronavirus
#SARS2https://www.sciencemag.org/news/2020/01/arrival-sars-new-virus-united-states-heightens-concerns-about-global-spread …","The guy sitting next me at the barber today “the #coronavirus came from the markets where they were eating/selling baby mice, baby wolves, snakes, and other animal organ wines” uh animal organ wine?! I sure hope not","Yeah guys, I know I'm looking foolish here. But an official statement said two confirmed cases of #covid19 yesterday and another official statement said ""suspected"" today. WTF"
39,"‘We’re definitely not ready’: Africa braces for coronavirus
https://youtu.be/ep7rxjr9uQc ",Actually there are 2 cases of coronavirus confirmed in Italy,"Coronavirus fear feeds racism. This virus killed 2900 people, but the holocaust has erased over 7 million lives. Don't we all bleed the same color? What is the real enemy? #COVID19italia #FightRacism #COVID19… https://www.instagram.com/p/B9HV8JNoTkz/?igshid=weoa6kkexb8d"
40,".... The first two victims, in their 60s, are said to be in serious but stable condition. They are receiving treatment with antiretroviral drugs against HIV, which have also shown signs of working against the new coronavirus.","Coronavirus hits India and the Philippines as China reports more than 7,700 cases ","#COVID19 #2019nCoV #Corona #Virus #nCoV2019 #CoronaVirus #Wuhan #Wuhan400 #CoronaVirusItaly #WHO ""No country should assume it won’t get cases. That could be a fatal mistake. This coronavirus does not respect borders. It does not distinguish between"
41,"International Cases Update on #coronavirus! (04/02/2020 | 00:44 | UTC+1).

+1 New Case in Vietnam  ( 8 )
+1 New Case in India  ( 3 )
+2 New Cases in Germany  ( 12 )

Stay tuned and stay safe!

#ChinaVirus #2019nCoV #Wuhan",First two cases in Italy #coronavirus ,Live news feed from City of Milan. Authorities confirm seventh person died. SkyTG24 Milan (Italy) 24.02.2020 #time4stream #livenews #direttatv #direttalive #journalism #cameraman #troupetv #crewtv #camcorder #liveu600 #covid19 #crisis #skytg24 #lombardia #milan
42,"39 MORE PEOPLE FROM JAPAN CRUISE SHIP TEST POSITIVE FOR CORONAVIRUS, INCLUDING 1 QUARANTINE OFFICER","India, Philippines confirm 1st cases of coronavirus ","Virus detected in sub-Saharan Africa as markets plunge » https://www.afp.com/en/news/15/virus-detected-sub-saharan-africa-markets-plunge-doc-1pe4755 #Nigeria reported first ##SARSCoV2 case in sub-Saharan #Africa on Friday and a #GIMS was cancelled in a bid to stop #COVID19, as the deadly epidemic sent global stock markets and oil prices plunging. "
43,"TRUMP NATIONAL SECURITY ADVISER ROBERT O'BRIEN, ON CORONAVIRUS, SAYS ""THIS COULD HAVE AN IMPACT ON THE PHASE ONE DEAL"" WITH CHINA","Researchers at Johns Hopkins Univ., have created an online dashboard to track the global spread of the #Covid19 virus. The map collects case data from multiple govt sources: @WHO @CDCgov @ECDC_EU, China’s Nat'l Health Comm., &amp; Chinese site DXY. #nCoV19 https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6",#BREAKING British passenger from #DiamondPrincess cruise ship dies - @SkyNews. #coronavirus #Japan #COVID19
44,London coronavirus patient turned up at hospital in Uber taxi https://www.theguardian.com/world/2020/feb/13/london-coronavirus-patient-turned-up-hospital-uber-taxi?CMP=share_btn_tw …,At the moment italian government is the most collaborative and transpadent to share numbers and data abour #COVID19 .,the press conference in italy on the #coronavirus data is delay: unfortunately this night there was a boom in cases to be hospitalized in the Lodi area. they seem 57 hospitalized of which 17 in critical conditions. We wait confirm. #COVID2019 #CoronaVirusUpdates #COVID19
45,"Familiar discussion: a donor is available in a zone of #coronavirus #outbreak in Italy.
The recipient is outside the zone, on #impella and #Levitronix.
Which ethical issues win?
#covid19italy #transplantation
@ESOTtransplant @ishlt @istsupsan
@JosefStehlik @EK_Massey @LuPoten","Pictured: the S&P 500, index of the largest stock-traded companies, crashing 3 trillion dollars down in a single week. Risk factors may have been multiplied by COVID19, but the structural fragility of finance is proving again unworthy of economic management and responsibility.",Mediaset Live News Reports from Coronavirus crisis unit in Milan. 25.02.2020 #time4stream #pomeriggio5 #mattinocinque #mediasetnews #mediaset #livenews #direttatv #direttalive #journalism #cameraman #troupetv #crewtv #camcorder #liveu600 #barbaradurso #covid19 #crisis
46,"I think that the main thought shouldn’t be the country where there are more or less fatalities...we should focus on a general thought addressed to all of the families affected by this virus.
Let’s not mind our differences for once and let’s act like humans.
#COVID19 #coronavirus","A man wears a protective mask as a preventive measure regarding the #COVID19 #virus while walking downtown #Naples, southern #Italy, on February 27, 2020. #coronavirus",Tracking Source of #Covid19 Sequencing -Caixin (original censored): _First virus sample sent for sequencing Dec 24 _Virus sequenced Dec 27 _Hubei health officials order destruction samples on Jan 1 _National Health Commission centralizes sample tests Jan 3 
47,"First Italian patient dies of coronavirus
https://reut.rs/2vTbO0M ",How to respond to COVID-19 https://gatesnot.es/2wdJh60?WT.mc_id=00_00_00_share_tw via @billgates #COVID19 #COVID2019 #,"That's a good argument, @DrZoeHyde! Here in Italy, with no regulations on the purchase of PPEs (masks,...) by the population, and the fear and panic caused by disinformation on COVID19, we are dealing with a shortage of them. Don't do the same mistake!"
48,#How To Protect Yourself From Coronavirus And How Can You Protect Yourself?: How To Protect  #How #Protect... http://bit.ly/2HLZhPd  #bestseller #ipiùvenduti,"Hey! Checking in from #Milan, Italy - I’m a filmmaker and put together a video of how calm the situation actually is here - pointing out the media exaggerations... #coronavirus #CoronaVirusItalia #COVID2019 #COVID19 #COVID19US",An article I wrote for Trip Fiction on measures to combat the coronavirus in Bologna. #tripfiction #Bologna #COVID19 #coronavirus #coronavirusitalla #CoronaVirusitaly #Bologna #EmiliaRomagna #Italy
49,ARTFINDER: The Wind in the Flowers by Regina - A lot of wind always blows here. The flowers se... - http://tinyurl.com/vrblvot  via @ArtfinderEmma @af_abstract #Artemis #Lover #coronavirus #instagram #Inspire #HongKong #abstractart #flower #gallery #BernieSanders #,You are shutting down MF Turin but Lyon is still a thing? Lyon has a lot more confirmed COVID19 cases than Turin itself.....unbelievable,China says Wuhan disease outbreak may be new coronavirus: Report @AJENewshttps://aje.io/64jd8 
50,"RT @McKonGov: Confronted with the global #COVID19 pandemic, individual and institutional #philanthropy has been responsive, engaged, and ni…",Complete agree! Checking in from #Milan - aiming to show the media exaggerations that have lead to a mass panic. #coronavirus #CoronaVirusUpdate #CoronaVirusItalia #COVID2019 #COVID19 #COVID19US,Mystery China pneumonia outbreak likely caused by new human coronavirus http://theconversation.com/mystery-china-pneumonia-outbreak-likely-caused-by-new-human-coronavirus-129729 … @ConversationUK
51,RT @mioana: The evidence is becoming clearer and clearer: it is the #coronavirus itself rather than government-mandated lockdowns that expl…,"Covid19 arriving in Munich, Germany... #tuttoilmondoèpaese","Map locating #Wuhan in #China - where 41 people with pneumonia-like symptoms have been diagnosed with the #coronavirus - and Thailand and #Japan, the only other places the virus has been detected outside China:

@AFP
#新型肺炎pic.twitter.com/a34lOvjW67"
52,"RT @khaleejtimes: Former #Pakistani cricketer #ShahidAfridi tests positive for #coronavirus
https://t.co/3oICJyNmhS https://t.co/Vm1lZrvcrx",Guess I know what I'll be drinking tonight. #COVID2019 #COVID19italia #COVID19 #Covid_19 #coronarvirusitalia #coronavirus,"""Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus"" by BY DENISE GRADY via NYT https://ift.tt/2FXm2yQ pic.twitter.com/JKnBQSATiP"
53,RT @MileyCyrus: Italy🇮🇹 and the world united in solidarity with Black Lives Matter in the US. We must stay united to tackle #COVID19 and it…,"I updated the graphs comparing Italy's #COVID19 cases with South Korea and Hubei province, and added trendlines. R^2 = 1??? Using data from http://covid2019.app @jodigraphics15 #CoronaVirusItalia",It is likely that the Wuhan outbreak of a novel coronavirus has caused substantially more cases of moderate or severe respiratory illness than currently reported. https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/news--wuhan-coronavirus/ …
54,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…",We #Oklahoma are waiting on the #COVID19 test results for 2 people who recently returned from an effected region. Three people have already texted negative fortunately. ,"No, of course not.
But you gave credit ""Yes, is true"" to a tweet wich claimed that this is just a conspiracy, adding no further information about wich coronavirus is pattened.
The question now is nvoc2019, so who reads believe this.
Why? What was the point to reply to the tweet?"
55,"Need one more all-round inning.
Hope you get speedy recovery.",Governor of Lombardy is in quarentine in Milan #COVID2019 #COVID19 #coronavirusus @guardian @nytimes @thetimes @TheSun @DailyMailUK @MailOnline @SkyNews @cnni @CNN @BBCWorld @FT https://www.liberoquotidiano.it/news/personaggi/13569374/attilio-fontana-coronavirus-notte-trascorsa-palazzo-lombardia-trincea-governatore.html,"Markets #coronavirus fears to be cleared tomorrow by the #FED as #Powell will keep everyone covered, so we can rally again on $AAPL (the new economy health thermometer) fake-beat ER."
56,RT @MileyCyrus: All across Ireland 🇮🇪 citizens joined in solidarity with Black Lives Matter in the US. We must stay united with the world t…,Retweet per favore! #coronavirusitalia #coronavirus #covid19 ,My parents won’t seriously let me go to london bc of corona virus I told y’all 2020 was going to suck and I was fucking right
57,RT @marinagarassino: Just out #Teravolt We tried to contribute to #COVID19 improving knowledge https://t.co/Gocp9D4Slj @myESMO @IASLC @TheL…,Update on YouTube from @flobikes #COVID19 #coronavirus at the #UAETour,Having a suspected coronavirus infection in bham is exactly what I didn’t need
58,"6 months of #covid19: lockdowns, stimulus, riots and virtually no mainstream discussion on the  important role of t… https://t.co/RlBkSzQpN4","Working from ""home"" #COVID19 #smartworking @RedHatJobs – at Parco di Villa Litta","Lolololololololololol. The #stupid, it #burns
#coronavirus
#antivaxxers
#measles
#youtube #school of #medicine https://www.instagram.com/p/B79o7A6h5kq/?igshid=17sheiuzpy987 …"
59,"#Barletta (#Italy) is #covid19 #free from now! The #summer #school #econometrics in #agriculture is incoming! 
Sept… https://t.co/1hO5eMi5rv",An update after being tested... #COVID19 #CoronaVirusUpdates #UAETour https://instagram.com/stories/gregorbrown1/2253880404468179721?utm_source=ig_story_item_share&amp;igshid=day1gkhx2kms,#coronavirus 213 deaths pic.twitter.com/ESLC7OrCV0
60,I love u ❤️❤️,"races or ethnicities. It has no regard for a country’s GDP or level of development"". The human race is one. #COVID19 #2019nCoV #Corona #Virus #nCoV2019 #CoronaVirus #Wuhan #Wuhan400 #CoronaVirusItaly #WHO https://youtu.be/p36jfKtVmG8","#BREAKING

The #US Centers for Disease Control and Prevention raised its travel precautions for #China to its highest of 3 levels: ""Warning."" This means travelers are advised to “avoid nonessential travel” to the country:

#coronavirus #Wuhan #WuhanSARShttps://cnn.it/311k9ux "
61,A great opportunity for all neurologists,Italians now when they go abroad #covid19 #coronavirus,How Coronavirus Outbreak in China Could Weigh on Crypto Prices http://dlvr.it/RP1733 pic.twitter.com/NKuO0KaNsm
62,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",Waiting for the #COVID19 test #UAETour #coronavirus https://instagram.com/stories/gregorbrown1/2253749879959042423?utm_source=ig_story_item_share&amp;igshid=12m4j1o9ftk3s,"#BREAKING

The novel #coronavirus in #China has now killed 169 people, the government says. 

#2019nCoVpic.twitter.com/YKGLRhlm4I"
63,RT @NnamdiFans: The new shiny Chinese face of #TheZooCalledNigeria after Jubril had died of the #COVID19 along with Abba Kyari. @MaziNnamdi…,"In the EU, 95N = FFP3. Not everyone needs a mask. Those who do are: anyone sick with Covid19, the immunosuppressed, health care workers or caretakers of homebound Covid19 patients, high risk patients with serious pre-existing conditions .","First hand Wuhan citizen´s account  #coronavirus. Scary stuff, not about the virus but about being a Chinese citizen. https://youtu.be/7OEqybiGdaA  via @YouTube"
64,Get well soon! Can't stop myself to pray for you. I just wish may Allah gives you steady recovery and healthy come… https://t.co/kN6andKd2G,Update: The Public Health Agency of Canada is closely monitoring the spread of #COVID19 in other countries. Please consult the destination page on http://travel.gc.ca for the latest travel advice. https://bit.ly/2TglKJu,"#CORONAVIRUS

- 80 people #dead

- Around 400 people in serious condition

- Over 2300 people #infected
#VIRUS #2019NCOV 
80 #morti, 400 in gravi condizioni e oltre 2300 #infetti"
65,"RT @Nereide: ""As the world awaits #SARSCoV2 #vaccines to be tested and safely deployed, the rapidity with which antiviral monoclonal #antib…",New-Type Coronavirus Causes Pneumonia in Wuhan: Expert https://www.yicaiglobal.com/news/new-type-coronavirus-causes-pneumonia-in-wuhan-expert …,"This is TRAGIC! #coronavirus can enter your body through your eyes!!!

China has to answer THE WORLD for this!!! 

@realDonaldTrump @DonaldJTrumpJr @EricTrump @BorisJohnson @matteosalvinimi @GiorgiaMeloni @elonmuskhttps://twitter.com/hanbinniex/status/1221263907823554560 …"
66,"RT @AbraarKaran: Lungs of an otherwise healthy woman in her 20s who received the first lung transplant for #covid19 in the US. 

https://t.…",WHO statement on novel coronavirus in Thailand https://www.who.int/news-room/detail/13-01-2020-who-statement-on-novel-coronavirus-in-thailand#.Xh3ZgGlWr9s.twitter …,"BREAKING! CORONAVIRUS, 2500 CASES AND 80 DEATHS #coronavirus #ChinaVirus #WuhanOutbreak #CoronavirusOutbreak"
