,Positive,Neutral,Negative
12,"UN to mobilize all necessary resources to respond to coronavirus outbreak — Guterres: https://tass.com/world/1116555 
© EPA-EFE/OMER MESSINGER/POOLpic.twitter.com/lMpu52G8F3","Republicans, please stop comparing #COVID19 to the freaking Flu! Concentrate on saving American lives and less the Stock Market! #justathought #COVID19US","RT @jsblokland: J.P. Morgan on #bitcoin first real stress event - #Covid19:

Adjusted for #volatility the asset class showed resilience
Val…"
13,Guys every Indian wants to help #Pakistanistudents but according to international lows it's impossible without permission of @PakPMO we helped also #maldivians students #coronavirus @PMOIndia @narendramodi #PakStudentsStuckInChinapic.twitter.com/GUuBTfUBpw,"#Iran after spreading out #coronavirus to several countries, without keep any precautions, found a new way of haircut #covid19 #CoronavirusOutbreak #wohan",wait alcohol kills the corona virus 
14,Mobile World Congress Canceled Due to Coronavirus Concerns https://www.bloomberg.com/news/articles/2020-02-12/mobile-world-congress-cancelled-due-to-coronavirus-concerns …,"#Pittsburgh, #SanFrancisco, #NewYork and #LosAngeles #Airports to implement health screenings for novel #coronavirus.",the coronavirus does not give you an excuse to be racist.
15,waiting on Trump’s Coronavirus quarantine flyover to be like: pic.twitter.com/wIvuXf0lfE,Bats and Snakes Are The Likely Cause of China's Coronavirus. Here's Why http://dlvr.it/RNbZpf ,Thinking about how smoking weed is going to be the only thing that protects me from the coronavirus. So if you wanna smoke with me lemme know
16,My boy Trump has defeated the coronavirus...and he made the stock market good too. What a multi-tasker.,"@GregMannarino
@seemorerocks
Must watch video: biowarfare against China as part of trade wars by Trump & Neocons including Swine Flu & Corona Virus:

https://youtu.be/VAJsuE4p4FI ",
17,MMT and Everglow's company if you're gonna cancel over the coronavirus(and rightfully so) DO THAT SHIT RIGHT NOWWWWWW AND NOT A DAY BEFORE THE CONCERT PLEASE,You all joking about the coronavirus but watch it’s ganna get us and we’ll see who’s laughing,
18,"That moment when you realize that Resident Evil 8 @RE_Games is already out. Lit marketing from @CapcomUSA_ . Pushing boundaries and fourth wall in video games straight to real life. Still trying to figure out who's the protagonist.

#coronavirus
#innovationpic.twitter.com/BGCtF7Tdgt",The Coronavirus is now in Europe ,
19,Three Russians from Diamond Princess test positive for coronavirus https://www.russianinsight.com/three-russians-from-diamond-princess-test-positive-for-coronavirus/ …,Moscow metro threatens to contact police over coronavirus pranks https://www.russianinsight.com/moscow-metro-threatens-to-contact-police-over-coronavirus-pranks/ …,
20,Watchdog highlights growing risks of coronavirus spread in Russia https://www.russianinsight.com/watchdog-highlights-growing-risks-of-coronavirus-spread-in-russia/ …,Wish you luck and not getting Corona virus,
21,Sports official says Russia able to host Olympics if Tokyo shut out over coronavirus fears https://www.russianinsight.com/sports-official-says-russia-able-to-host-olympics-if-tokyo-shut-out-over-coronavirus-fears/ …,Coronavirus detected in Russia: What we know so far — Meduza https://meduza.io/en/feature/2020/01/31/coronavirus-detected-in-russia-what-we-know-so-far?utm_source=t.co&utm_medium=share_twitter&utm_campaign=share … via @meduzaproject,
22,"Russians warned against visiting Iran, Italy, South Korea over coronavirus outbreak https://www.russianinsight.com/russians-warned-against-visiting-iran-italy-south-korea-over-coronavirus-outbreak/ …",Coronavirus Update: Russia Reacts to First Cases https://www.russianinsight.com/coronavirus-update-russia-reacts-to-first-cases-2/ …,
23,China is to blame for Coronavirus,Every Indian wants to help them but according to international rules indian government can't help without permission of @PakPMO  we also helped to #Maldivians students #shameonyoupakgoverment #coronavirus https://twitter.com/AlbeliLadki/status/1223598595279994881 …,
24,BBC News - Coronavirus: Russia denies spreading US conspiracy on social media https://www.bbc.com/news/world-us-canada-51599009 …,Coronavirus and vaccines  https://youtu.be/ZQ6G4WQgSRs ,
25,RT @ANI: Former Pakistan cricketer Shahid Afridi tests positive for #COVID19. (file pic) https://t.co/v9mjuETtGA,Its Russia! #russia #putin #coronavirus #syria #Venezuela #politics #NATO #Trumphttps://twitter.com/russya24/status/1227673054882430977 …,
26,"Best wishes and prayers from kashmir , May Allah bless you with speedy recovery . We need you lala , 
Inshallah you… https://t.co/lhqAXoa8gn","A Russian court has ordered Alla Ilyina to be placed back into coronavirus quarantine days after she escaped from a hospital in St. Petersburg
https://www.themoscowtimes.com/2020/02/17/russian-court-orders-escapee-to-return-to-coronavirus-quarantine-a69310 …",
27,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",Five vaccine prototypes against novel coronavirus developed in Russia https://www.russianinsight.com/five-vaccine-prototypes-against-novel-coronavirus-developed-in-russia/ …,
28,"🔥 Sloty Casino SIGN UP &amp; GET WELCOME BONUS
1500$ + 300FS ➡️ https://t.co/LRGjpaNK8T
#stayathome #casino #казино… https://t.co/oDW8zSSDim",The Chinese government released the experimental coronavirus in an attempt to silence the protests. But that's just a theory.,
29,Great work by ⁦@eamofaller⁩ &amp; his colleagues: How CUH doctors saved 'countless' lives by conducting Covid-19 test '… https://t.co/ucq2SBSPZx,"Surprise exam:
1.- Spell coronavirus
2.- Make a sentence saying that you need medical assistance. And you need it quick.
3.- Say 5 Pokémon moves in english. Remember is pokemon day!",
30,RT @FRubinoMD: #COVID19 and #diabetes: the clash of two pandemics. Our piece just out @NEJM about new-onset diabetes and possible diabetoge…,We all agree victims of the Coronavirus have suffered enough. https://twitter.com/SenShelby/status/1231671542582513665 …,
31,RT @RadioFreeTom: I guess it's not a hoax,"RT @AFPphoto: #Coronavirus #COVID19 #Italy
Venice comes back to life after lockdown.
📸 Andrea Pattaro #AFP
More pictures on AFP Forum: http…",
32,RT @MileyCyrus: Across the Netherlands🇳🇱 you united in solidarity with Black Lives Matter in the US. We must keep standing together to tack…,"RT @Ruptly: Police shut down several residential blocks surrounding a marketplace in #Beijing on Saturday, after 45 of the market's workers…",
33,RT @plasticstoday: These transparent surgical masks will put a smile on your face https://t.co/cuFr2Nln63 #COVID19 @epflSV #HMCare #HelloMa…,Or consequences of ... https://t.co/r5lf1jdqTR,
34,RT @NnamdiFans: The new shiny Chinese face of #TheZooCalledNigeria after Jubril had died of the #COVID19 along with Abba Kyari. @MaziNnamdi…,"RT @OffGuardian0: Let's be clear - whatever the motivation/good intentions of isolated individuals may have been, the degree of coordinatio…",
35,"Going forward I will not be making physical contact with anyone to avoid the beer virus.....

#CoronaOutbreak #CoronaVirus","RT @BishopLGaiters: Mark Your Calendars For August 1st, 3pm (NYC Time) 7pm (Reykjavik Time) Will Be Special Guest On The RUV RAS 2 Radio Ne…",
36,my intuition tells me that acid could help w the coronavirus and i am willing to put this to the test ,"RT @StephenMcDonell: In #Beijing a new cluster of #covid19 cases emanating from, wait for it, a seafood market. Footage appears to show hun…",
37,The suicidal kid who caught corona virus pic.twitter.com/91iIdVxvQK,I cannot even imagine the coming tsunami of #plastic #covid19 related #medicalwaste https://t.co/svANRwu3mF,
38,"Putin  and Xi Jinping held their first (officially reported) telephone conversation since the beginning of the coronavirus crisis. As Russia seems to be entering its own COVID-19 epidemic, Chinese assistance can be vital. 
http://en.kremlin.ru/events/president/news/63038 …","RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…",
39,This same arguement is being used in Italy to justify not treating older people with coronavirus. I hope you are ok but now is the time reflect on all the times we rejected to notion of medicare for all because the Democrats told us it was unrealistic. God bless...,Coronavirus Alert: Russian Cossacks Told Not to Kiss Orthodox Icons https://www.russianinsight.com/coronavirus-alert-russian-cossacks-told-not-to-kiss-orthodox-icons/ …,
40,"@MBTA @MassGov #coronavirus @necn Please don’t reduce train schedules ，you said social distance but checked out early morning commute , it’s not responsible  or mandatory lockdown so no one will face the risks !!","me, u and the corona virus. let’s call it a date ",
41,,China's coronavirus slowdown hits workers in diamond hub Surat https://www.livemint.com/news/india/china-s-coronavirus-slowdown-hits-workers-in-diamond-hub-surat-11583417965020.html …,
42,,coronavirus got me fucked up wanting to go to school,
43,,coronavirus got me fucked up wanting to go to school,
