,Positive,Neutral,Negative
10,"Stocks end mixed, with earnings reports offset by lingering coronavirus worries https://on.mktw.net/3aRALtf ",Economist Suggests Infecting A Ton Of People With Coronavirus In Order To Help People With Coronavirus — @RobynElysehttps://www.wonkette.com/economist-suggests-infecting-a-ton-of-people-with-coronavirus-to-help-people-with-coronavirus …,"RT @GreenPartyMolly: Awful to hear that Brazil (pop 210m) has overtaken UK (pop 60m) in terms of #COVID19 deaths, with US (pop 330m) at top…"
11,Sure he has warned about the coronavirus.....Bill Gates the SOCIOPATH helped create the virus!!! How bout he and his family vaccinate themselves!!!,"Yeah hard pass on @MSNBC, I already know better. Fox rn is coronavirus, some recycling plant fire, that murdered girl in SC, the brit pleading to extradite that diplomats wife. @wolfblitzer rn is ""trump appointing loyalist"" ""filling the swamp back up"" drumming up Barr drama",RT @ThatTimWalker: This will be an odd chapter in The Decline and Fall of Great Britain. In the same month Michael Gove committed the count…
12,"Maybe stating the obvious, but if #stocks get smashed on #coronavirus fears, it could be the perfect chance to buy shares of unaffected businesses on the cheap.

So, what stocks would you want to buy on such a pullback?",The Gallatin City-County Health Department has confirmed zero confirmed cases of novel coronavirus in the county. https://nbcmontana.com/news/local/zero-confirmed-cases-of-coronavirus-in-gallatin-co …,There is a renewed urgency to ramp up testing for the coronavirus after weeks of setbacks and delays. The new push for testing and monitoring patients comes as the U. S. death toll climbed to six people. https://nbcmontana.com/news/nation-world/coronavirus-testing-to-accelerate-after-weeks-of-delays …
13,Fake Facts Are Flying About Coronavirus. Now There's A Plan To Debunk Them https://www.npr.org/sections/goatsandsoda/2020/02/21/805287609/theres-a-flood-of-fake-news-about-coronavirus-and-a-plan-to-stop-it?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social …,The family of a Peace Corps volunteer from Missoula is concerned for her safety amid the coronavirus outbreak. https://mtstandard.com/news/state-and-regional/missoula-family-worries-about-peace-corps-volunteer-amid-coronavirus/article_a5f06bcd-5c18-56dc-b9f7-62b56f0fad65.html?utm_medium=social&utm_source=twitter_MontanaStandard …,"Panic about anything is dumb in general, but with regards to coronavirus, I'd guess it's more likely to do us harm than general AI."
14,@SenatorTester    We need a free standing bill https://apnews.com/c3b49aaa207f10607f4affcc821d42d4 … #coronavirus,The family of a Peace Corps volunteer from Missoula is concerned for her safety amid the coronavirus outbreak. https://missoulian.com/news/local/missoula-family-worries-about-peace-corps-volunteer-amid-coronavirus/article_07560338-94d0-5696-9d7d-fd34a917e9d9.html?utm_medium=social&utm_source=twitter_missoulian …,"What if one of the symptoms of corona virus is the insatiable desire to get out and be among people???
#COVID19 #jokes"
15,The general election. People are trying to steer clear of the Corona Virus where so many are following the #Cult45 where this puts our Democracy in peril.,Missoula family worries about Peace Corps volunteer amid coronavirus http://dlvr.it/RQlNg6 ,"If there's one coronavirus issue that remains a sore point, it's testing. Who can get tested for the virus and how long does it take? https://helenair.com/news/state-and-regional/coronavirus-testing-state-has-about-tests-available-sullivan-says/article_3a938f04-7fd7-5432-8367-2b85f8686246.html?utm_medium=social&utm_source=twitter_helenaironline …"
16,RT @JanieHsieh: Last checked 87% of Brazilian death toll in states that don't support Bolsonaro and prohibited hydroxychloroquine. The left…,"94% of the #Fortune1000 are seeing #coronavirus supply chain disruptions:

Report – Fortune https://fortune.com/2020/02/21/fortune-1000-coronavirus-china-supply-chain-impact/ …","If there's one coronavirus issue that remains a sore point, it's testing. Who can get tested for the virus and how long does it take? https://missoulian.com/news/state-and-regional/coronavirus-testing-state-has-about-tests-available-sullivan-says/article_be8a46ba-f865-5182-9e78-32c9333acabd.html?utm_medium=social&utm_source=twitter_missoulian …"
17,RT @CDCgov: #Employers: Antibody tests for #COVID19 should not be used to determine if someone can return to work. There is not enough info…,Pence will be the “Fall Guy”. #coronavirus #trump,Traffic is set to drop sharply after the United States and Canada announced an agreement to close the U.S.-Canada border to all non-essential travel to limit the spread of the coronavirus. https://helenair.com/news/state-and-regional/govt-and-politics/montana-border-communities-brace-for-closure/article_3223b530-0cc8-5c27-be16-9363c356681b.html?utm_medium=social&utm_source=twitter_helenaironline …
18,Medical Professor Praises Trump Admin for Coronavirus Response:  Never Seen One Handled Better https://www.westernjournal.com/medical-professor-praises-trump-admin-coronavirus-response-never-seen-one-handled-better/?utm_source=Twitter&utm_medium=PostSideSharingButtons&utm_campaign=websitesharingbuttons …,"The #WestPoint cadets have already been graduated and commissioned. He invited himself and orchestrated this ""comme… https://t.co/mDBDZOG30D",
19,"@RealJamesWoods James, if you want to see convincing evidence that the Coronavirus was Bio-Engineered let me know..",US coronavirus: 6 people have died as cases nationwide surge http://a.msn.com/01/en-us/BB10CgY0?ocid=st …,
20,"In light of the ~7% decline in the stock market today & the emergency closing of the market, and

in light of Trump's weak leadership on coronavirus,

I think there are going to be working-class people wondering if their well-being is safe with Trump. pic.twitter.com/QvIQyc0RMr",Bloomberg Purchases 3-Minute Primetime Slot for Coronavirus Ad https://www.westernjournal.com/bloomberg-purchases-3-minute-primetime-slot-coronavirus-ad/?utm_source=Twitter&utm_medium=PostSideSharingButtons&utm_campaign=websitesharingbuttons …,
21,DeBlasio won't know what to do--->New York City Declares State of Emergency Over Coronavirus http://bit.ly/39Hrx1T  via @BreitbartNews,Fed cuts rates by half a percentage point to combat coronavirus slowdown https://www.cnbc.com/2020/03/03/fed-cuts-rates-by-half-a-percentage-point-to-combat-coronavirus-slowdown.html … #SmartNews,
22,"They're low on their blood. But, it's not for the use of any victims--->FDA Calls for Public to Donate Blood in Wake of Coronavirus, Stresses Safety http://bit.ly/2TLLizH  via @BreitbartNews",Democratic lawmaker calls out CDC for removing data on number of Americans tested for coronavirus | TheHill https://thehill.com/homenews/house/485722-dem-lawmaker-calls-out-cdc-for-removing-data-on-number-of-americans-tested-for … #SmartNews,
23,"Gov. Steve Bullock has ordered all public K-12 schools in Montana  to close for two weeks following additional in-state cases of the novel coronavirus. About half a dozen Montana patients have tested presumptively positive for the virus.

https://www.mtpr.org/post/gov-closes-k-12-schools-due-coronavirus … #mtnews",How Many Americans Really Have the Coronavirus? - The Atlantic https://www.theatlantic.com/technology/archive/2020/03/how-many-americans-really-have-coronavirus/607348/ … #SmartNews,
24,"Coronavirus testing: State has about 2,000 tests available, Sullivan says http://dlvr.it/RSKQy3 ","“Inside you there’s an artist you don’t know about.” Rumi 

A wild #70s ride. 
Bell-Bottom Gypsy: A Jessie Morgan Novel 
by Maggie Plummer 
https://amzn.to/2FaYdUt  

Fun #roadtrip #fiction
#iartg #asmsg #ian1
#CancelEverything
#read good #books. 
#coronavirus
#homesweethomepic.twitter.com/ykmgFPZGNw",
25,"Coronavirus affecting my work @msubillings in an interesting way: Providing thesis consultation at an expressway exit, on a picnic table outside McDonalds (31 degrees) because only the drive-thru was open. We revised plans for a systematic review for over an hour on a cold day.",you’re safe. away from the coronavirus. tell the galaxy what happened to us. godspeed.,
26,"Oh really? Wow. I called their 1-800-476-9669 number and got through with little wait. I called March 10, so maybe they were more staffed before the Coronavirus concerns?  I hope you’re able to connect with them sooner rather then later!","""If the number of cases continue to double every three days, there would be about a hundred million cases in the United States by May."" Why outbreaks like the coronavirus (COVID-19) spread exponentially and how to flatten the curve.
http://ow.ly/dYNR50yPtPV ",
27,".@AGTimFox and @GovernorBullock announced plans to give a 90-day extension to Montana drivers whose licenses are set to expire in March, April or May. The @MT_MVD is also suspending non-commercial driving tests over #coronavirus concerns. https://www.ktvh.com/news/montana-news/montana-extending-drivers-license-deadlines-suspending-driving-tests-over-coronavirus … #MTNews #COVID19",University of Montana administrators announced Wednesday that classes will continue to be held remotely through the remainder of the spring semester due to the coronavirus pandemic. https://nbcmontana.com/news/coronavirus/um-classes-held-remotely-through-spring …,
28,,BREAKING  Second Gallatin County person tests positive for coronavirus http://dlvr.it/RS4hf2 ,
29,,"""If the number of cases continue to double every three days, there would be about a hundred million cases in the United States by May."" Why outbreaks like the coronavirus (COVID-19) spread exponentially and how to flatten the curve.
http://ow.ly/dYNR50yPtPV ",
30,,University of Montana administrators announced Wednesday that classes will continue to be held remotely through the remainder of the spring semester due to the coronavirus pandemic. https://nbcmontana.com/news/coronavirus/um-classes-held-remotely-through-spring …,
31,,BREAKING  Second Gallatin County person tests positive for coronavirus http://dlvr.it/RS4hf2 ,
